,Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Images,Last Visited
523,Nike Air VaporMax Flyknit 2 LXX,AT5673-700,0,36500,0,Nike,"The Nike Air VaporMax Flyknit 2 LXX places your foot directly on Air. By removing any layers in between and providing cushioning only where needed, it delivers the lightest, most flexible Air Max yet.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/vvfsjdaqnnym2qcn6gmj/air-vapormax-flyknit-2-lxx-shoe-hTfnRw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/istvvadau5utilcum1rd/air-vapormax-flyknit-2-lxx-shoe-hTfnRw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tt1abki9ovdokbydwxef/air-vapormax-flyknit-2-lxx-shoe-hTfnRw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/xln2icjbtcot9q4jwgk8/air-vapormax-flyknit-2-lxx-shoe-hTfnRw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/a8nibhzijidebymloqcy/air-vapormax-flyknit-2-lxx-shoe-hTfnRw.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/tn0swnb8jctrkxarwopr/air-vapormax-flyknit-2-lxx-shoe-hTfnRw.jpg""]",2020-04-13T15:36:42
