,Product Name,Product ID,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Images,Last Visited
277,Nike Air Max 720 Horizon,BQ5808-100,19995,15997,0,Nike,"The aggressive traction pattern on the Nike Air Max 720 Horizon helps provide grip in wet conditions, while lightweight cushioning and an inner sleeve help keep you comfortable.",0.0,0,"[""https://static.nike.com/a/images/t_PDP_1728_v1/wo2yvedg1p673krvewaw/air-max-720-horizon-shoe-KsTXCS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/sgzdfkdq7u2ilnxun49s/air-max-720-horizon-shoe-KsTXCS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/clanh4fqnwsxuslvlrgm/air-max-720-horizon-shoe-KsTXCS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ggp9wqsonyyfafqreqku/air-max-720-horizon-shoe-KsTXCS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/bm5h4jz4unnuy0qdgy6n/air-max-720-horizon-shoe-KsTXCS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dykg601nxnx9at6i599d/air-max-720-horizon-shoe-KsTXCS.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/vkjiuwusxmoqhfoac9qc/air-max-720-horizon-shoe-KsTXCS.jpg""]",2020-04-13T15:32:23
156,Air Jordan XXXIII,AQ8830-016,18995,15197,0,Nike,"The Air Jordan XXXIII rewrites the story of an iconic basketball shoe. Its revolutionary closure system secures you for flight, while new FlightSpeed technology is tuned for optimal energy return.",4.1,17,"[""https://static.nike.com/a/images/t_PDP_1728_v1/lpizp0ubgkbiplcexvc9/air-jordan-xxxiii-basketball-shoe-kbwnmz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/g8nrsfynqq41t3z6kxuk/air-jordan-xxxiii-basketball-shoe-kbwnmz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/zdzagqcv69s2aodm7wf5/air-jordan-xxxiii-basketball-shoe-kbwnmz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/ymdkib3nt4qsomcmm5xq/air-jordan-xxxiii-basketball-shoe-kbwnmz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/acwulz1a3e7n6yxhj1ji/air-jordan-xxxiii-basketball-shoe-kbwnmz.jpg"",""https://static.nike.com/a/images/t_PDP_1728_v1/dtwht6jymykvylclswvs/air-jordan-xxxiii-basketball-shoe-kbwnmz.jpg""]",2020-04-13T15:30:15
